pathway,pval,padj,log2err,ES,NES,size,leadingEdge
BIOCARTA_41BB_PATHWAY,0.024982129520921915,0.08232842015742882,0.35248785758361917,0.5981605944139683,1.579076731942987,15,
BIOCARTA_AGR_PATHWAY,0.5680147058823529,0.8487971456561428,0.06831108583186465,0.295584465579361,0.9153705709833028,32,
BIOCARTA_AKT_PATHWAY,0.018847095417613167,0.06764393882612435,0.35248785758361917,0.5787387406323353,1.6221053737711977,21,
BIOCARTA_ALK_PATHWAY,7.062023870865297e-5,0.00082773842867759045,0.5384340963099162,0.6336871858587745,1.9763159553203278,34,
BIOCARTA_AMI_PATHWAY,0.026797452136070894,0.08724893830399162,0.35248785758361917,0.5988447980084495,1.6015794098947302,16,
BIOCARTA_ARAP_PATHWAY,0.9495145631067962,1,0.04669480412820537,0.23187822249418436,0.6264023525108215,17,
BIOCARTA_ARENRF2_PATHWAY,0.06407766990291262,0.17209431345353673,0.24891111443470243,0.5448311484349536,1.5050128448088582,19,
BIOCARTA_ARF_PATHWAY,0.08155339805825243,0.20730844219591155,0.21925034670375515,0.5360742020206875,1.448165928020869,17,
BIOCARTA_AT1R_PATHWAY,0.6287878787878788,0.906667109369812,0.06479433660007268,0.29907724374099515,0.8846450573220993,27,
BIOCARTA_ATM_PATHWAY,0.0912621359223301,0.22632092501341658,0.20658792269689108,0.5064541571263097,1.3990022669802256,19,
BIOCARTA_ATRBRCA_PATHWAY,0.400390625,0.6692388600762066,0.08998607949971373,0.37416872783340416,1.048730733754834,21,
BIOCARTA_BAD_PATHWAY,0.4861111111111111,0.7633916732962078,0.08020234446981443,0.35009533990634967,0.9844664012282823,22,
BIOCARTA_BARRESTIN_SRC_PATHWAY,0.6168582375478927,0.8960104201026786,0.06628421870126719,0.3379740747543663,0.9038941659090408,16,
BIOCARTA_BCELLSURVIVAL_PATHWAY,0.05343511450381679,0.15220911404117513,0.27128855468895297,0.5779411932355025,1.5256997856297374,15,
BIOCARTA_BCR_PATHWAY,0.02255317770243682,0.07729161941772619,0.35248785758361917,0.49458304532616815,1.534008097651804,33,
BIOCARTA_BIOPEPTIDES_PATHWAY,0.998109640831758,1,0.04319019983341822,0.13983143549322186,0.41808993027896274,28,
BIOCARTA_CALCINEURIN_PATHWAY,0.22440944881889763,0.44165927414606576,0.1275053153001827,0.43517258010199034,1.1902064433267106,18,
BIOCARTA_CARDIACEGF_PATHWAY,0.008599948460837474,0.037310545630094887,0.3807304007227924,0.6291897378009241,1.6997108555291378,17,
BIOCARTA_CARM_ER_PATHWAY,0.9036608863198459,1,0.04860342472590687,0.23422746781115877,0.680651474230638,25,
BIOCARTA_CASPASE_PATHWAY,0.002614095170369703,0.014839725515567267,0.4317076958033464,0.6379275029266902,1.7938490504294566,22,
BIOCARTA_CCR3_PATHWAY,0.6541666666666667,0.9268822064023232,0.0675188953767744,-0.3199560006404098,-0.877474494271584,16,
BIOCARTA_CCR5_PATHWAY,0.1145631067961165,0.268903178139755,0.18302393838448722,0.5080104945138068,1.3723538391864958,17,
BIOCARTA_CDMAC_PATHWAY,0.1839080459770115,0.3833521465244147,0.14040623852334236,0.46504661040135475,1.243743083912766,16,
BIOCARTA_CELLCYCLE_PATHWAY,0.11176470588235295,0.26390374331550803,0.18643255843407516,0.47033890243039167,1.3348784093405346,23,
BIOCARTA_CERAMIDE_PATHWAY,0.091796875,0.22679227941176472,0.20658792269689108,0.48899711209610863,1.370574989369178,21,
BIOCARTA_CHEMICAL_PATHWAY,0.11220472440944881,0.26462619591905845,0.18643255843407516,0.5072479354769206,1.3873341032362558,18,
BIOCARTA_CHREBP_PATHWAY,0.7106299212598425,0.9751608907151705,0.060771945185353275,0.3027542172663623,0.8280393494698294,18,
BIOCARTA_CK1_PATHWAY,0.7594142259414226,1,0.060509298865666666,-0.29650314512279746,-0.8004517358306688,15,
BIOCARTA_COMP_PATHWAY,1.9525432804473505e-6,3.973526222271206e-5,0.6272567397185284,0.8422079500587746,2.2524415610683,16,
BIOCARTA_CREB_PATHWAY,0.9897959183673469,1,0.04706995900826619,-0.17944500071520528,-0.5273178723192221,21,
BIOCARTA_CSK_PATHWAY,1.8088994478387897e-4,0.001708501200973096,0.5188480777437918,0.7257709679088126,2.004831464261496,19,
BIOCARTA_CTCF_PATHWAY,1.7706269919273295e-4,0.0016885109575191055,0.5188480777437918,0.6855172116659372,1.9584669178275964,24,
BIOCARTA_CTLA4_PATHWAY,0.003609138480984183,0.01935988956919233,0.4317076958033464,0.6761140511688815,1.8491865915272714,18,
BIOCARTA_CXCR4_PATHWAY,0.5242718446601942,0.8015023092930011,0.07511816352763015,0.3400650671421989,0.9393778156589725,19,
BIOCARTA_DEATH_PATHWAY,0.013476684093346456,0.05298266941583792,0.3807304007227924,0.5368003380452075,1.610573860362527,29,
BIOCARTA_ECM_PATHWAY,0.08858267716535433,0.22078561202576946,0.2114001893849227,0.518269720204227,1.4174789234736098,18,
BIOCARTA_EDG1_PATHWAY,0.6091269841269841,0.8893614398422091,0.06863256318367258,0.3229570709506391,0.908153720283885,22,
BIOCARTA_EFP_PATHWAY,0.5191570881226054,0.7969612277913459,0.07492788183937392,0.35636147088497105,0.9530703049392059,16,
BIOCARTA_EGF_PATHWAY,0.19318181818181818,0.39764432647644327,0.13574094381042484,0.415708229191712,1.2296295954935659,27,
BIOCARTA_EICOSANOID_PATHWAY,0.0035646618039372317,0.019225798909759825,0.4317076958033464,0.6261817584639763,1.7608200738539668,22,
BIOCARTA_EIF4_PATHWAY,0.8224852071005917,1,0.0540088272801684,0.26680132134380424,0.7622296750430287,24,
BIOCARTA_EIF_PATHWAY,0.85,1,0.05502111171631165,-0.2719439379312811,-0.7458021381966735,16,
BIOCARTA_EPO_PATHWAY,0.19223300970873786,0.3969330137709713,0.13802224249664274,0.4507242514381259,1.245056913191929,19,
BIOCARTA_ERAD_PATHWAY,0.920388349514563,1,0.048118399265797474,0.24011299435028244,0.6632754785418359,19,
